,time_ns,anisotropy
0,0.016,0.191973969631236
1,0.032,0.294711538461538
2,0.048,0.29035372597208803
3,0.064,0.313557580324724
4,0.08,0.310903393701205
5,0.096,0.24879309504071698
6,0.11199999999999999,0.325758160351878
7,0.128,0.35225325133582003
8,0.14400000000000002,0.323692414270869
9,0.16,0.33801055848846895
10,0.17600000000000002,0.35994097671410097
11,0.192,0.39006066002559997
12,0.20800000000000002,0.403126365357541
13,0.22399999999999998,0.425000683302812
14,0.24,0.42580314297227
15,0.256,0.42974288435086205
16,0.272,0.450119264767784
17,0.28800000000000003,0.46693245577103204
18,0.304,0.476317345327456
19,0.32,0.458300079808459
20,0.336,0.462546197352729
21,0.35200000000000004,0.452847264371802
22,0.368,0.470075630619471
23,0.384,0.46300300969791497
24,0.4,0.46614455464990706
25,0.41600000000000004,0.47754091050464104
26,0.43200000000000005,0.49006682683571895
27,0.44799999999999995,0.488575193971117
28,0.46399999999999997,0.48652712426743105
29,0.48,0.502726484074854
30,0.496,0.502056493843228
31,0.512,0.505209492592844
32,0.528,0.50821776811168
33,0.544,0.504064973563747
34,0.56,0.50379311896716
35,0.5760000000000001,0.5103058346344129
36,0.5920000000000001,0.51469445475102
37,0.608,0.517799678197908
38,0.624,0.517910147608897
39,0.64,0.526177879018894
40,0.6559999999999999,0.5259164493866729
41,0.672,0.528644697480748
42,0.688,0.5210587059177321
43,0.7040000000000001,0.512116211262369
44,0.72,0.525474538010096
45,0.736,0.530411725927212
46,0.752,0.52381429754191
47,0.768,0.516458640097981
48,0.784,0.5238053405398521
49,0.8,0.519386410893327
50,0.816,0.517655224940214
51,0.8320000000000001,0.5209094243515371
52,0.848,0.517711938523428
53,0.8640000000000001,0.5154114005674489
54,0.88,0.523071047261903
55,0.8959999999999999,0.519210436884039
56,0.912,0.513134842934635
57,0.9279999999999999,0.514648034300492
58,0.9440000000000001,0.5036285135222539
59,0.9440000000000001,0.5036285135222539
60,0.96,0.507147124613705
61,0.976,0.501809167624271
62,0.992,0.508282097091107
63,1.008,0.505105543712763
64,1.024,0.5064077077808959
65,1.04,0.501145244152289
66,1.056,0.499056232828739
67,1.072,0.502676367042275
68,1.088,0.500701559746786
69,1.104,0.49805471273367896
70,1.12,0.49289352761753796
71,1.136,0.492797016082988
72,1.1520000000000001,0.48891054746000395
73,1.168,0.48269589464657897
74,1.1840000000000002,0.48433123317981
75,1.2,0.487835561691108
76,1.216,0.47866764092937103
77,1.232,0.48029700641200296
78,1.248,0.47463413732500104
79,1.264,0.474022116544735
80,1.28,0.46930768736903294
81,1.296,0.474481781760063
82,1.3119999999999998,0.46504503522777796
83,1.328,0.466731883235764
84,1.344,0.46554540686296003
85,1.36,0.462453939041809
86,1.376,0.45858108540551096
87,1.392,0.450549660834541
88,1.4080000000000001,0.45622830698033207
89,1.4240000000000002,0.45617155822697997
90,1.44,0.44687875542337896
91,1.456,0.447426218256692
92,1.472,0.442565998476601
93,1.4880000000000002,0.44524502300609997
94,1.504,0.43993016225288206
95,1.52,0.437609686666554
96,1.536,0.43144665163623896
97,1.5519999999999998,0.4306929734544121
98,1.568,0.42995364794051794
99,1.584,0.433500333691743
100,1.6,0.42819205388603004
101,1.6159999999999999,0.43406324856260403
102,1.632,0.428811296960875
103,1.6480000000000001,0.42982843829760997
104,1.6640000000000001,0.426783321011619
105,1.68,0.416422177684457
106,1.696,0.41832397856388204
107,1.712,0.415489013011539
108,1.7280000000000002,0.41813064426698604
109,1.744,0.413726400865681
110,1.76,0.405445212155342
111,1.776,0.40363596201999
112,1.7919999999999998,0.406991063432109
113,1.808,0.40261032333745206
114,1.824,0.402137890358481
115,1.84,0.409206577831984
116,1.8559999999999999,0.40446003897346205
117,1.8719999999999999,0.40276230474081004
118,1.8880000000000001,0.397465011354428
119,1.9040000000000001,0.399034666305794
120,1.92,0.39856531619752794
121,1.936,0.39807977911184494
122,1.952,0.39070741446937
123,1.9680000000000002,0.386392459211096
124,1.984,0.384700231455189
125,2.0,0.38127239914314504
126,2.016,0.381822892872485
127,2.032,0.37937116124094894
128,2.048,0.379634575605984
129,2.064,0.38182481808376095
130,2.08,0.37551967110206397
131,2.096,0.37559239007605394
132,2.112,0.37696169363370896
133,2.128,0.379356091304378
134,2.144,0.36487035944993296
135,2.16,0.37090721113808
136,2.176,0.371795907377491
137,2.1919999999999997,0.37259289656986894
138,2.208,0.363756926151331
139,2.224,0.36898148906768
140,2.24,0.368204209501572
141,2.256,0.36523871518553996
142,2.272,0.3637396088360971
143,2.2880000000000003,0.364021258094717
144,2.3040000000000003,0.35976994946142704
145,2.32,0.35702001840425995
146,2.336,0.35375092821491294
147,2.352,0.352342655788525
148,2.3680000000000003,0.35332072225028605
149,2.384,0.355808328492663
150,2.4,0.34958922388816605
151,2.416,0.35410780625624394
152,2.432,0.352251967397414
153,2.448,0.346125863055183
154,2.464,0.350328939207033
155,2.48,0.35231269624755396
156,2.496,0.343206687066736
157,2.512,0.339689878838333
158,2.528,0.342968515199611
159,2.544,0.34816010926240804
160,2.56,0.34235787148066604
161,2.576,0.34307708784635804
162,2.592,0.34103795435282597
163,2.608,0.332213919731174
164,2.6239999999999997,0.338877949985876
