,time_ns,anisotropy
0,0.016,0.0624441399034731
1,0.032,0.11345607677994302
2,0.048,0.181184668989547
3,0.064,0.195253194964927
4,0.08,0.17237572188880002
5,0.096,0.17069321354862102
6,0.11199999999999999,0.20321315673642498
7,0.128,0.22557585385226303
8,0.14400000000000002,0.246308001514666
9,0.16,0.25940208608785
10,0.17600000000000002,0.26136486107818
11,0.192,0.287967657180919
12,0.20800000000000002,0.31529212319090805
13,0.22399999999999998,0.319677054378343
14,0.24,0.33731896761771096
15,0.256,0.337597285433442
16,0.272,0.35225741646665604
17,0.28800000000000003,0.35046670030272403
18,0.304,0.363006864697815
19,0.32,0.39302668025907894
20,0.336,0.393812618676382
21,0.35200000000000004,0.38515141064043
22,0.368,0.3935055158598161
23,0.384,0.42177951265889296
24,0.4,0.421179942378752
25,0.41600000000000004,0.42724449234549
26,0.43200000000000005,0.426698969806128
27,0.44799999999999995,0.42242425438293607
28,0.46399999999999997,0.42782606034640996
29,0.48,0.43815857236876204
30,0.496,0.44308521007133
31,0.512,0.44533687330113103
32,0.528,0.44446719465351897
33,0.544,0.455278399368171
34,0.56,0.45744540400304295
35,0.5760000000000001,0.464645263614057
36,0.5920000000000001,0.46722342264679106
37,0.608,0.46831695992487604
38,0.624,0.47083859449587895
39,0.64,0.47257698953892
40,0.6559999999999999,0.47573191584503005
41,0.672,0.47585530054413294
42,0.688,0.47668240462838896
43,0.7040000000000001,0.48042718950583396
44,0.72,0.475408649243325
45,0.736,0.47607487730790504
46,0.752,0.483831018052142
47,0.768,0.480493682226822
48,0.784,0.482355492480859
49,0.8,0.480330099644441
50,0.816,0.481227499492267
51,0.8320000000000001,0.4789433725712571
52,0.848,0.480689634959799
53,0.8640000000000001,0.481488523044955
54,0.88,0.481100088894483
55,0.8959999999999999,0.47401491374238797
56,0.912,0.476276388998202
57,0.9279999999999999,0.47738624055786205
58,0.9440000000000001,0.47371778702755896
59,0.9440000000000001,0.47371778702755896
60,0.96,0.47163496924771003
61,0.976,0.46822869965907904
62,0.992,0.466538240294881
63,1.008,0.46719314435035103
64,1.024,0.46403824929534204
65,1.04,0.46159872886630393
66,1.056,0.46454132394961895
67,1.072,0.46232072440615507
68,1.088,0.457677272088901
69,1.104,0.45502278798619106
70,1.12,0.45234600945691705
71,1.136,0.45164299353870896
72,1.1520000000000001,0.450283877459019
73,1.168,0.455350038623084
74,1.1840000000000002,0.45222310384342
75,1.2,0.44957317754931503
76,1.216,0.44606244846122795
77,1.232,0.44049247722046897
78,1.248,0.438335758757719
79,1.264,0.4424050454272971
80,1.28,0.43448154309653997
81,1.296,0.43434517289280494
82,1.3119999999999998,0.437814150659855
83,1.328,0.43281639848866604
84,1.344,0.428131787876745
85,1.36,0.42380499120645
86,1.376,0.42611431567907704
87,1.392,0.42673471921820394
88,1.4080000000000001,0.42180231059442297
89,1.4240000000000002,0.421101059409704
90,1.44,0.41650668231020505
91,1.456,0.415128429954716
92,1.472,0.412720283122681
93,1.4880000000000002,0.4093048458538371
94,1.504,0.4082223818189771
95,1.52,0.404523774821456
96,1.536,0.40426553079161304
97,1.5519999999999998,0.40276630673070096
98,1.568,0.400009431910106
99,1.584,0.395875740611876
100,1.6,0.39698142938396996
101,1.6159999999999999,0.397925408212233
102,1.632,0.39041372524587603
103,1.6480000000000001,0.393272169672271
104,1.6640000000000001,0.393963574367378
105,1.68,0.38718288802254996
106,1.696,0.383568235076869
107,1.712,0.384262792695745
108,1.7280000000000002,0.38725684717222997
109,1.744,0.384596122672219
110,1.76,0.379795140557781
111,1.776,0.37357967634538203
112,1.7919999999999998,0.38064291193699
113,1.808,0.373006638129804
114,1.824,0.3709224409216911
115,1.84,0.36823106312799103
116,1.8559999999999999,0.37029565095598704
117,1.8719999999999999,0.368574946066919
118,1.8880000000000001,0.367939743989299
119,1.9040000000000001,0.364889702532176
120,1.92,0.36063827933159703
121,1.936,0.360245658903366
122,1.952,0.35586181496349
123,1.9680000000000002,0.363977856306808
124,1.984,0.358062484808614
125,2.0,0.353389912076185
126,2.016,0.351704577444964
127,2.032,0.351039652928743
128,2.048,0.35077327182672396
129,2.064,0.349669020490027
130,2.08,0.348816840032719
131,2.096,0.35030296777776504
132,2.112,0.34426690671767696
133,2.128,0.346219308667188
134,2.144,0.34354357091714194
135,2.16,0.34801092900462105
136,2.176,0.34197228034329996
137,2.1919999999999997,0.339146615462275
138,2.208,0.3355706098271599
139,2.224,0.335059195058224
140,2.24,0.334830471776741
141,2.256,0.333023774707162
142,2.272,0.33426033483456297
143,2.2880000000000003,0.334128647971922
144,2.3040000000000003,0.32327057172602297
145,2.32,0.33236849764335996
146,2.336,0.325340083926007
147,2.352,0.322708905015588
148,2.3680000000000003,0.32544998853681395
149,2.384,0.321453190802518
150,2.4,0.323170304731713
151,2.416,0.324054072276518
152,2.432,0.31922168179738
153,2.448,0.31947520454504197
154,2.464,0.31796215589113697
155,2.48,0.315640598461304
156,2.496,0.31269194424757896
157,2.512,0.321463570948063
158,2.528,0.317288103734704
159,2.544,0.316079003806216
160,2.56,0.316189986295914
161,2.576,0.31226294409408195
162,2.592,0.315202123995795
163,2.608,0.310012290658759
164,2.6239999999999997,0.31164255531261703
165,2.64,0.309670574487205
166,2.656,0.31078676784712395
167,2.6719999999999997,0.30553931123170597
168,2.688,0.30835198044450396
169,2.7039999999999997,0.301713457237171
170,2.72,0.303271484061319
171,2.736,0.304931867451223
172,2.752,0.30269308276594004
173,2.7680000000000002,0.302648756386402
174,2.784,0.29765925579613106
175,2.8,0.30250216035954197
176,2.8160000000000003,0.298227580033622
177,2.832,0.302215860866628
178,2.8480000000000003,0.299654811452484
179,2.864,0.304429444422255
180,2.88,0.29907644412412604
181,2.8960000000000004,0.29680290536719
182,2.912,0.296767410384225
183,2.928,0.292382120468793
184,2.944,0.29244666317603807
185,2.96,0.295492907096449
186,2.9760000000000004,0.29429543578643896
187,2.992,0.294281056784312
188,3.008,0.291794561327739
189,3.0239999999999996,0.290299290080401
190,3.04,0.291618534797859
191,3.056,0.293179748914469
192,3.072,0.28765882938471
193,3.088,0.287708637822538
194,3.1039999999999996,0.28703137482119395
195,3.12,0.29176475477526004
196,3.136,0.283610312731397
197,3.1519999999999997,0.279933352462884
198,3.168,0.28197171109449104
199,3.1839999999999997,0.28581014093456103
200,3.2,0.281967301339354
201,3.216,0.282587622832831
202,3.2319999999999998,0.27912879878561897
203,3.248,0.281106504610085
204,3.264,0.27803453491893204
205,3.28,0.28196785554803805
206,3.2960000000000003,0.28280117370157104
207,3.312,0.27950525295750106
208,3.3280000000000003,0.281150401093565
209,3.344,0.27788422927178497
210,3.36,0.272435890394708
211,3.3760000000000003,0.273907975514366
212,3.392,0.27782737483798
213,3.408,0.278338420842222
214,3.424,0.27282525765080606
215,3.44,0.274543930364029
216,3.4560000000000004,0.2775683648888789
217,3.472,0.27494759093706395
218,3.488,0.267762650560261
219,3.5039999999999996,0.267551825399088
220,3.52,0.262031735950911
221,3.536,0.267425902069388
222,3.552,0.274362982022883
223,3.568,0.271828087511499
224,3.5839999999999996,0.26571263118648897
225,3.6,0.26406059662542497
226,3.616,0.269254751324305
227,3.6319999999999997,0.272451888377642
228,3.648,0.261846685769768
229,3.6639999999999997,0.26501547488555
230,3.68,0.263593040717065
231,3.696,0.267958239760012
232,3.7119999999999997,0.26419856228864497
233,3.728,0.26256598864119696
234,3.7439999999999998,0.258349116941669
235,3.76,0.262787985276966
236,3.7760000000000002,0.261226329794327
237,3.792,0.26348095204908395
238,3.8080000000000003,0.26460949247516397
